friends_screen_name,created_at,friends_count,followers_count,tweet_count
AppleNewsUK,2016-02-17 21:59:47+08:00,197,60150,3211
HaleyReinhart,2011-02-23 16:12:27+08:00,31553,174358,8648
rooneyband,2009-01-16 06:38:14+08:00,10458,11505,1581
whereisMUNA,2013-11-06 07:05:21+08:00,238,53051,4387
Tourist,2009-02-25 18:01:13+08:00,0,13952,269
KAYTRANADA,2009-08-27 10:06:14+08:00,583,439644,1329
googoodolls,2008-11-15 08:07:02+08:00,192,138660,4942
carnegiehall,2009-04-24 06:11:14+08:00,3586,106814,19097
radiohead,2010-01-26 03:34:32+08:00,10,1904422,415
OWSLA,2011-08-09 02:46:12+08:00,352,302552,9940
EAGULLSUK,2013-04-16 05:37:42+08:00,819,6399,1395
FelixJaehn,2013-03-07 19:57:49+08:00,2368,296203,6014
bandofhorses,2009-02-04 00:21:39+08:00,8017,194691,2332
SaraBareilles,2007-05-22 07:17:07+08:00,514,2839907,13408
ingridmusic,2008-10-12 05:59:03+08:00,1,218670,70
Savagesband,2012-02-02 21:34:57+08:00,314,33994,2175
jehnbeth,2013-06-03 21:56:21+08:00,255,12586,1407
ladya,2008-07-30 05:34:36+08:00,28239,2329334,8294
saraevansmusic,2009-04-29 00:48:11+08:00,2352,487568,6026
FaithHill,2008-05-16 04:06:53+08:00,4294,1198024,1881
reba,2009-04-30 23:35:25+08:00,211,2306818,8194
KelseaBallerini,2009-06-05 10:04:53+08:00,534,1076398,17386
martinamcbride,2008-04-20 01:20:51+08:00,379,845476,19745
ZHUmusic,2010-10-14 12:13:40+08:00,0,70404,501
MikePosner,2008-12-16 13:37:37+08:00,3,656105,17496
blink182,2007-06-12 16:20:09+08:00,185,1604761,6429
SixxAM,2012-02-02 04:51:00+08:00,25,120082,1877
BTS_twt,2011-07-14 14:32:56+08:00,135,39784731,12731
Outlander_STARZ,2013-06-13 00:12:27+08:00,980,564107,19866
thevirginmarys,2009-07-28 17:53:59+08:00,5656,11380,5150
yandeloficial,2012-01-19 11:15:30+08:00,232,2760248,10057
VictorManuelle,2009-04-11 14:26:08+08:00,238,748028,8294
RandyHouser,2008-12-13 01:20:40+08:00,3619,535646,9955
Emarosa,2008-11-11 02:40:30+08:00,0,45300,486
cashcash,2009-06-04 03:57:04+08:00,2090,95203,21419
thebottlemen,2010-05-10 01:39:15+08:00,541,281050,4780
candlebox,2009-02-10 01:13:17+08:00,402,15480,4950
billycurrington,2008-11-06 06:19:48+08:00,525,611253,285
KipMooreMusic,2011-02-24 05:04:32+08:00,1225,923263,6825
w1lko,2008-09-09 18:45:34+08:00,2865,17587,9539
BigStarBand,2011-01-02 15:18:09+08:00,531,11491,4737
brokemogul,2009-01-27 00:55:49+08:00,2304,60825,35301
boxerrebellion,2009-01-28 09:20:49+08:00,902,13474,4692
FrankieBallard,2009-03-07 04:14:03+08:00,1024,115651,12028
OzzyOsbourne,2009-03-18 05:56:55+08:00,71,5330221,6554
wildbellemusic,2011-09-24 09:06:04+08:00,546,16309,1202
ZakkWyldeBLS,2009-04-04 10:27:23+08:00,2550,756587,27476
Thrice,2008-08-19 05:50:16+08:00,148,65356,3215
brettdennen,2008-04-08 00:28:45+08:00,30,25621,4048
jimmyeatworld,2008-06-04 00:29:21+08:00,137,2385831,6807
StatikSelekt,2008-12-16 04:35:26+08:00,1285,135763,62186
BustaRhymes,2009-03-14 07:17:17+08:00,950,3860491,31391
pharoahemonch,2009-07-10 05:18:54+08:00,1735,210411,47956
icecube,2009-01-29 03:47:00+08:00,209,5681345,8903
FLAGALine,2010-06-21 22:41:25+08:00,6795,2002749,19439
ChaseRiceMusic,2010-01-03 06:50:11+08:00,759,1072225,18560
coleswindell,2011-01-06 07:11:47+08:00,7979,708917,22878
Daya,2013-01-26 06:24:46+08:00,1186,131019,6645
Royceda59,2008-12-19 01:59:45+08:00,1021,379896,65360
TokyoPoliceClub,2008-11-20 03:22:29+08:00,1,53954,681
SkizzyMars,2010-05-04 06:47:58+08:00,138,190609,498
Littleheart53k,2010-12-13 06:56:00+08:00,547,1956,1505
caseydband,2009-07-20 00:25:15+08:00,273,150720,28020
blaqkaudio,2012-06-08 05:26:56+08:00,1572,9884,219
HARDWELL,2009-02-25 03:38:00+08:00,1042,7248476,12189
ASAPferg,2011-10-18 10:50:43+08:00,338,838013,13730
pmartinezmusic,2010-11-02 09:22:42+08:00,288,3431,1836
thisisLANY,2014-01-08 03:04:43+08:00,76,592184,1014
AppleNewsAU,2016-02-05 06:01:30+08:00,333,24934,0
ParsonJames,2009-02-11 05:14:53+08:00,1434,11172,16246
AppleNews,2015-05-16 02:27:31+08:00,469,316686,15606
Baterisma,2009-06-19 04:26:25+08:00,825,35456,22171
ilevitable,2009-06-21 22:30:23+08:00,449,109725,6116
ACMawards,2009-03-07 07:30:37+08:00,2770,501254,24118
DukeDumont,2009-03-19 04:10:29+08:00,3108,144150,15129
andrewbird,2008-12-02 23:02:03+08:00,5541,64095,1653
NIGHTMOVESMPLS,2010-08-24 00:27:54+08:00,481,3471,4541
piercetheveil,2008-10-29 05:32:47+08:00,129,1238631,3152
JoelMadden,2009-03-15 16:22:31+08:00,1447,776981,26716
GoodCharlotte,2010-04-06 04:48:25+08:00,146,206487,7980
duttypaul,2009-10-21 22:46:55+08:00,7136,1293429,26798
ournameisMAGIC,2013-01-16 09:26:31+08:00,8746,229549,6203
pastormurph,2009-02-26 12:55:12+08:00,2075,183655,9377
deantheofficial,2012-11-08 03:34:12+08:00,47,189157,806
joejonas,2010-01-13 03:29:00+08:00,83,10062362,11222
maydayparade,2009-02-20 06:56:47+08:00,67,545304,7927
VICETV,2015-09-29 02:59:31+08:00,592,228022,28641
lauragibsongirl,2011-02-27 09:38:05+08:00,241,3350,1282
thereadyset,2008-10-17 01:54:00+08:00,950,181483,29064
thethermals,2009-02-14 10:12:47+08:00,839,14711,321
dvsn,2015-05-23 03:08:29+08:00,50,167664,1532
MissMargoPrice,2011-01-10 07:00:48+08:00,1897,69322,11641
Shazam,2008-05-14 21:03:08+08:00,6818,665163,18593
WeAreDaddy,2012-09-21 23:14:20+08:00,7,1026,32
jhutch1992,2009-06-03 15:05:45+08:00,110,2309145,586
VICE,2009-03-12 04:00:38+08:00,10758,2039893,182220
hollywilliams1,2009-05-12 05:42:35+08:00,95,17019,5583
iHeartMemphis,2010-07-29 13:54:03+08:00,1792,13122,4048
jahkoy,2012-03-06 18:04:40+08:00,285,13167,4249
LukasGraham,2011-05-16 22:37:04+08:00,103,200531,17791
NiykeeHeaton,2011-10-31 06:41:05+08:00,892,457696,20427
djjazzyjeff215,2009-02-13 06:49:54+08:00,1142,195819,12192
hopelessrecords,2009-03-14 03:15:50+08:00,42240,260451,28775
DamierGenesis,2010-04-02 04:39:55+08:00,331,281993,40416
elliphantmusic,2012-01-05 08:14:35+08:00,289,22089,2886
NoiseyMusic,2011-02-13 11:50:28+08:00,1548,440258,99106
SFSymphony,2009-02-26 05:27:26+08:00,2935,103804,11180
julian_lage,2012-08-14 11:46:46+08:00,139,8296,1688
matthelders,2009-04-01 14:13:32+08:00,224,102821,1088
CalenturaGlobal,2015-09-13 06:05:46+08:00,514,523,1106
Axwell,2009-02-16 05:43:16+08:00,179,1596354,155
AudioPush,2009-06-19 07:14:29+08:00,15358,83604,37530
lizzo,2011-06-25 03:59:38+08:00,261,1726318,19792
SantanaCarlos,2009-03-26 01:13:58+08:00,31,156173,2347
peteyorn,2008-10-17 10:21:46+08:00,821,1249092,11154
AppleSupport,2015-06-06 00:05:20+08:00,32,1356892,1394125
AltPress,2008-05-28 05:18:33+08:00,1457,637132,105723
Buckcherry,2009-06-02 04:52:23+08:00,135,97066,6181
TheBonnieRaitt,2009-07-01 05:32:23+08:00,493,102911,3314
maxrichtermusic,2009-07-03 15:45:52+08:00,903,43280,6685
VanityFair,2008-06-30 22:17:35+08:00,1217,4807075,140752
MOTHXR,2014-01-19 05:06:28+08:00,618,8742,1722
carlosvives,2009-09-27 16:34:25+08:00,2461,5252886,27485
thefader,2008-12-11 10:25:05+08:00,1941,654668,131742
CorinneBRae,2009-10-22 01:44:37+08:00,664,80068,2627
MEnnioMorricone,2010-02-18 20:18:31+08:00,216,26809,21
KARIFAUX,2010-08-22 04:12:45+08:00,112,47422,13223
SophiaBush,2009-12-16 07:04:33+08:00,2461,1253376,58851
girlsHBO,2011-04-16 07:03:18+08:00,1311,364179,12539
aloeblacc,2009-03-23 04:59:34+08:00,990,95139,5032
NBThieves,2011-03-01 22:23:46+08:00,660,126692,10296
TheRealBSmyth,2009-06-10 06:41:37+08:00,33,48095,2314
thebandGHOST,2011-04-11 15:21:03+08:00,1,148182,1237
brielarson,2015-06-16 02:32:45+08:00,210,2699736,5683
WarnerClassics,2009-08-05 23:01:40+08:00,591,34777,7053
MYAPLANET9,2009-02-25 13:03:58+08:00,2646,906773,32692
ImadRoyal,2011-03-25 14:45:22+08:00,598,6509,18472
starsetonline,2013-05-26 11:08:16+08:00,111,55615,2244
motown,2009-05-21 03:27:48+08:00,6302,59753,11471
Sonos,2008-10-14 04:29:31+08:00,9363,165233,43134
thelumineers,2010-09-03 01:08:28+08:00,1661,470916,6615
bretteldredge,2009-03-14 23:29:48+08:00,941,1282856,14384
GustavoDudamel,2010-07-22 04:59:27+08:00,49,817040,2245
iamjojo,2009-03-17 17:03:43+08:00,973,820009,33919
DanAndShay,2013-04-25 22:25:02+08:00,4072,580540,25208
MonicaSDogra,2009-04-11 22:42:02+08:00,1503,130033,24973
ShawnHook,2009-02-08 06:14:17+08:00,3098,27897,12916
VictoriasSecret,2008-09-09 06:48:02+08:00,1178,10548171,170777
UnderArmour,2009-03-07 04:35:33+08:00,878,948197,26594
lululemon,2008-09-12 12:11:23+08:00,89,987343,314812
ShyCarter,2009-07-31 06:32:10+08:00,1108,3360,814
kseofficial,2009-06-18 03:55:09+08:00,46,201495,4074
RealSnarkyPuppy,2011-08-05 08:28:10+08:00,337,71506,7162
Andersoneast,2010-07-21 07:43:59+08:00,1,19887,5689
anyamarina,2009-03-14 02:24:24+08:00,798,18151,11968
trevimoran,2009-06-08 11:53:25+08:00,11073,1647847,25149
lapsleyyyy,2013-12-26 07:16:20+08:00,1334,24680,11061
zaynmalik,2010-08-10 05:54:10+08:00,1965,30995265,3687
PJHarveyUK,2009-02-12 23:07:24+08:00,0,122428,292
alunaaa,2010-08-24 23:08:47+08:00,309,91110,8835
BJTHECHICAGOKID,2009-03-23 23:39:27+08:00,2441,58076,47399
dreezydreezy,2009-05-18 11:17:11+08:00,2020,310142,15876
MarenMorris,2009-02-17 02:33:18+08:00,102,800997,4528
Megadeth,2009-02-18 11:10:51+08:00,357,1690895,10705
IggyPop,2011-11-03 16:55:59+08:00,80,193925,2058
hellohonne,2013-11-19 07:03:03+08:00,601,194619,4380
TheBrandyClark,2011-03-25 01:40:39+08:00,1279,46482,7676
bluenoterecords,2009-03-04 03:24:14+08:00,2929,114944,17164
WuTangClan,2009-03-27 12:06:38+08:00,45,735447,13100
TheRealGZA,2009-09-11 04:56:08+08:00,136,396540,969
GhostfaceKillah,2008-09-06 23:30:51+08:00,418,851878,9348
ComplexMusic,2011-01-26 21:00:01+08:00,960,1461234,110345
thenbhd,2011-08-11 07:42:20+08:00,0,1001898,7017
wearebigbeat,2010-02-22 03:39:46+08:00,1500,40416,14117
thestrumbellas,2009-09-03 03:39:06+08:00,1796,16056,11432
the1975,2012-04-05 05:08:26+08:00,242,2056538,6919
theshrinefuzz,2015-09-23 08:27:47+08:00,24,470,128
AndersonPaak,2009-12-19 04:02:21+08:00,2544,582551,6765
fieldmusicmusic,2011-07-22 03:38:57+08:00,2122,16923,14837
JQuiles,2010-01-03 04:15:57+08:00,352,448342,11560
hindsband,2014-02-27 20:44:48+08:00,459,238984,9109
whitedenimmusic,2011-04-25 23:13:31+08:00,461,13824,1643
samantharonson,2009-03-03 09:17:55+08:00,1306,1169527,39758
stlucia,2011-05-05 02:02:28+08:00,451,26918,10010
ProstheticRcds,2009-04-07 01:10:34+08:00,5571,83365,29673
ConradOfficial,2011-05-03 18:54:12+08:00,653,51018,4187
audiodamn,2013-11-23 22:46:19+08:00,15342,14875,791
sinbandera,2015-09-11 10:05:22+08:00,53,109235,2753
grizfolk,2013-01-31 10:23:51+08:00,860,9403,7999
tellesmith,2008-10-17 15:09:57+08:00,594,98293,62347
JordanSmithLive,2009-09-08 02:20:04+08:00,549,81516,3008
BuzzFeed,2007-05-02 05:40:03+08:00,2895,6334375,286215
taylornation13,2009-10-06 06:36:08+08:00,875,1268589,20466
NRateliff,2011-02-10 19:28:13+08:00,205,49007,2396
AntiRecords,2008-10-21 07:18:11+08:00,900,107186,14650
EODMofficial,2012-10-16 03:15:36+08:00,646,84020,1937
starwars,2009-02-05 07:37:44+08:00,428,5247283,39086
pitchfork,2008-03-06 23:34:41+08:00,3860,3253431,132364
Mixmag,2009-01-06 20:30:05+08:00,1416,324841,80197
bmthofficial,2009-03-11 19:25:10+08:00,316,1903227,8311
triplej,2007-03-23 09:26:20+08:00,241,524316,27152
franksinatra,2014-07-17 00:58:44+08:00,53,64727,1152
Complex,2008-02-04 22:34:39+08:00,771,2542248,365035
GMA,2009-03-04 01:40:29+08:00,2435,3743569,278305
VictoriaJustice,2009-06-24 01:19:10+08:00,1697,9989246,21768
bellathorne,2009-06-18 08:25:58+08:00,7106,6584646,77555
jaden,2011-03-09 03:41:06+08:00,196,8035213,6282
OfficialWillow,2010-09-02 02:34:57+08:00,13554,3386424,1255
AnnaNetrebko,2010-11-03 07:37:30+08:00,81,61850,1121
ComptonMovie,2013-09-18 01:34:51+08:00,19,38356,406
ilovelucius,2009-04-09 10:04:30+08:00,375,22275,11265
PUSHA_T,2009-04-01 10:56:54+08:00,963,1675663,14427
princefox,2011-04-16 05:02:10+08:00,1578,13778,1331
NewPolitics,2009-09-30 09:00:40+08:00,729,68348,12960
theknocks,2009-07-29 13:34:51+08:00,865,30767,37219
OfficialSting,2010-05-06 13:13:37+08:00,20,367288,2175
goodtimesahead,2011-01-16 06:21:13+08:00,2122,119683,35439
anmlcollective,2012-09-17 04:17:23+08:00,4,146341,863
MIAuniverse,2009-03-12 08:16:22+08:00,100,621608,962
Oprah,2009-01-23 23:18:34+08:00,325,43176997,13445
rarariot,2007-12-20 07:22:23+08:00,862,24041,7191
CBSMornings,2008-11-04 01:05:29+08:00,2962,462082,161848
iamsrk,2010-01-03 04:55:43+08:00,76,42079282,58242
tarajiphenson,2009-10-23 00:02:35+08:00,755,5533621,23421
FleurEast,2010-09-16 20:54:26+08:00,4960,233276,22360
SawyerFrdrx,2012-01-14 11:05:18+08:00,2362,73059,11968
TheEllenShow,2008-08-14 11:50:42+08:00,26568,77855442,23194
fatbellybella,2008-12-21 11:56:20+08:00,16104,2765410,31339
Grimezsz,2011-04-03 23:32:54+08:00,1049,1229939,3209
coldplay,2009-01-11 19:04:45+08:00,772,23392042,8713
Santigold,2009-02-19 12:44:07+08:00,324,98114,2453
kanebrown,2013-06-02 14:06:58+08:00,14147,1750996,4324
SteveAngello,2009-02-22 22:38:02+08:00,555,1196272,857
crowdermusic,2009-01-20 01:09:54+08:00,153342,416967,8267
TheTimMcGraw,2009-02-19 23:09:45+08:00,2187,3020851,1710
Skepta,2009-03-11 09:31:36+08:00,614,1174013,34732
BenFolds,2009-05-25 11:43:03+08:00,20,789842,7956
MiikeSnow,2009-01-23 00:57:20+08:00,263,64702,1187
alessiacara,2010-06-25 04:22:49+08:00,1238,1262385,7058
VanessaCarlton,2009-03-16 13:26:33+08:00,462,53090,8960
BOOOfficial,2009-10-30 04:36:40+08:00,14,84354,3919
kerrywashington,2010-10-20 23:26:40+08:00,814,5524011,33612
Weezer,2008-10-11 00:33:54+08:00,523,1678186,7004
AndreaBocelli,2009-10-18 20:15:52+08:00,37,291667,2809
djkhaled,2009-03-31 00:29:14+08:00,2031,5294508,96435
phantoms,2010-09-10 12:43:54+08:00,733,11515,6380
KalinAndMyles,2012-03-08 11:06:02+08:00,38,133338,22378
PTXofficial,2011-07-31 02:54:08+08:00,7187,914603,22489
BebeRexha,2009-03-28 07:51:16+08:00,3531,2087163,10641
G_Eazy,2008-12-07 13:26:22+08:00,956,3400276,32425
Raury,2011-11-27 22:50:29+08:00,2127,268330,32159
bombaestereo,2009-05-26 07:55:54+08:00,1573,231691,8909
koreydane,2010-09-04 12:57:17+08:00,0,622,8
TheDuncanSheik,2010-09-27 08:21:38+08:00,1525,12167,5127
toriamos,2009-04-08 08:23:11+08:00,75,112261,1177
7D7Dofficial,2015-09-22 08:24:51+08:00,9,2830,276
xylo,2015-01-16 08:29:28+08:00,978,19554,14816
PURITY_RING,2010-10-19 08:22:49+08:00,259,99499,1538
Tinashe,2008-09-11 12:16:44+08:00,94416,1114305,40523
Nashville_ABC,2012-05-09 05:26:30+08:00,220,259468,7195
TriviumOfficial,2009-02-20 00:36:34+08:00,4,303954,4140
PanicAtTheDisco,2008-09-10 07:11:20+08:00,682,2934230,3960
swindle,2009-09-07 20:55:13+08:00,866,14695,36004
nineinchnails,2009-03-10 13:09:35+08:00,76,419905,1602
beatsbydreUK,2010-07-22 19:00:05+08:00,1038,118972,8253
fettywap,2014-06-11 21:55:15+08:00,1074,695369,5912
OVOSound,2014-07-24 06:40:18+08:00,14,228887,937
JackGarratt,2009-11-03 23:36:43+08:00,492,68554,14241
arcadefire,2008-12-27 06:36:01+08:00,76,961995,2234
LionBabe,2011-12-09 23:18:30+08:00,1263,25643,10842
thisNAO,2013-11-16 22:07:10+08:00,580,98689,788
brysontiller,2009-09-22 04:21:22+08:00,486,2736896,2292
LittleSimz,2009-04-19 06:13:53+08:00,859,91578,48067
forgiveforpeace,2015-08-26 23:07:20+08:00,211,1340,439
Mohombi,2009-09-15 00:31:40+08:00,6087,118322,15682
ThisIsROMANS,2012-07-10 00:25:46+08:00,96,2455,1501
CantaloupeNY,2011-08-20 03:45:29+08:00,1691,5004,3802
GaryBarlow,2011-10-08 01:15:22+08:00,4223,4115440,17231
welcomeOVO,2010-05-31 03:18:50+08:00,36,305730,2416
ericprydz,2009-06-15 23:22:29+08:00,370,878662,15393
camcountry,2009-03-08 05:22:34+08:00,193,200277,9805
theshiresuk,2013-07-17 18:25:58+08:00,962,26812,6308
netskymusic,2009-05-22 17:50:15+08:00,1893,136703,5257
Seal,2008-10-22 10:39:15+08:00,112,162520,5290
Bobmosesmusic,2013-05-15 01:05:59+08:00,351,14018,2743
BigGrams,2015-07-30 04:50:53+08:00,19,5959,476
tesseractband,2009-05-01 21:30:25+08:00,3555,49358,9994
GlblCtzn,2012-06-02 07:27:17+08:00,2150,569384,63519
Sevendust,2008-04-18 11:47:18+08:00,4424,126644,2902
CeeLoGreen,2010-05-04 10:40:23+08:00,1559,1510052,9116
floclementine,2010-11-09 02:54:41+08:00,311,4012,156
trvisXX,2010-04-20 11:25:10+08:00,690,11256968,1209
voguemagazine,2010-04-24 02:33:32+08:00,461,14327949,169255
watchhouseband,2010-08-30 13:06:52+08:00,2026,14497,10835
AppStoreGames,2015-07-18 05:46:48+08:00,200,316073,3624
takethat,2009-01-28 01:37:59+08:00,50,515211,3445
ChemBros,2010-01-09 01:01:03+08:00,842,276702,4830
lorenkramar,2011-11-23 07:54:42+08:00,114,543,103
Soulection,2009-12-31 05:15:31+08:00,434,107681,21549
joekay,2009-03-31 06:16:52+08:00,571,69108,4395
ThisIsRobThomas,2009-03-03 05:50:38+08:00,592,405556,26684
JordinSparks,2009-01-27 04:27:11+08:00,5301,3593873,46375
GraceMitchell,2013-12-19 04:31:52+08:00,239,4569,2351
leighannenash,2009-07-11 05:53:35+08:00,0,7847,4441
troyesivan,2009-07-03 17:00:57+08:00,3451,9051312,18297
briankoppelman,2008-10-14 21:00:24+08:00,6313,129597,79626
RoundhouseLDN,2009-03-10 18:07:56+08:00,3828,156517,20833
TheAerMusic,2010-08-22 23:43:06+08:00,1355,41306,11198
RollingStone,2008-05-15 10:52:27+08:00,404,6338193,158175
Nelly_Mo,2009-03-17 05:38:48+08:00,1405,3740120,10889
NSNOfficial,2010-09-09 03:28:14+08:00,359,160015,1033
MacMiller,2009-03-06 21:52:47+08:00,1254,8014689,208
Diddy,2008-12-19 01:52:09+08:00,1736,15450792,421
VicMensa,2009-03-03 02:28:36+08:00,32,493606,541
LiamPayne,2010-06-22 18:19:08+08:00,14667,34753046,11563
chaelinCL,2014-09-25 07:30:48+08:00,150,1424801,1068
emelisande,2009-03-31 03:16:58+08:00,786,1016081,612
missjillscott,2010-04-03 05:05:22+08:00,1174,1728770,21633
JanelleMonae,2008-01-15 19:59:23+08:00,630,1240021,19436
liannelahavas,2011-02-25 20:21:38+08:00,1152,201474,13793
KygoMusic,2013-10-10 20:18:57+08:00,254,471302,1765
AGreatBigWorld,2012-07-11 05:37:35+08:00,426,54006,6553
gregholden,2008-11-30 00:19:39+08:00,157,10406,202
Tip,2010-02-26 23:47:13+08:00,723,9147002,19876
_ForeignTongues,2009-01-28 14:24:11+08:00,151,865,6315
leonalewis,2009-03-18 19:52:49+08:00,760,1136595,9223
Wale,2008-12-07 05:15:10+08:00,2673,6350579,24532
ColbieCaillat,2009-04-01 05:21:54+08:00,390,286796,7395
MTV,2007-03-27 06:30:49+08:00,30362,16989442,303752
RachelPlatten,2009-02-08 16:22:48+08:00,2041,128568,13794
myfabolouslife,2009-02-19 13:19:42+08:00,336,4115215,21312
BigSean,2008-12-06 11:17:02+08:00,2183,14297197,20987
MeekMill,2009-02-11 11:15:04+08:00,1492,10922582,16208
annalunoe,2009-05-08 17:56:31+08:00,1281,40319,38913
runjewels,2013-12-19 06:25:16+08:00,41,213500,9914
flyinglotus,2008-07-11 03:07:59+08:00,1400,529930,3123
HudMo,2009-01-13 01:27:14+08:00,1541,101834,4969
1future,2009-06-28 22:34:38+08:00,740,7017196,14288
pitchforkfest,2009-02-10 05:43:18+08:00,444,33320,4657
thedriverera,2009-03-17 06:05:12+08:00,13229,1336166,1336
st_vincent,2009-01-01 06:38:53+08:00,204,1007481,3901
JanetJackson,2009-07-02 10:25:48+08:00,89,3815174,2104
majidjordan,2013-06-16 08:09:31+08:00,93,297747,818
QtipTheAbstract,2007-08-21 10:30:08+08:00,1441,796325,362
Harry_Styles,2010-08-22 22:19:06+08:00,1825,36965764,5579
BeaccchHoussse,2009-10-30 07:56:33+08:00,470,275071,121
YoYo_Ma,2014-08-18 08:02:38+08:00,248,185745,1134
CHVRCHES,2011-12-17 12:26:01+08:00,148,356797,1551
springsteen,2009-05-30 02:46:10+08:00,41,1336392,4439
MadisenWardMB,2014-08-25 07:30:07+08:00,423,4430,1798
falconsbeats,2012-02-26 14:03:56+08:00,803,11719,10708
tovestyrke,2010-03-16 21:01:00+08:00,237,16602,3836
travismills,2008-11-26 09:24:32+08:00,1197,265524,37820
shwayze,2007-06-28 05:48:10+08:00,1487,51446,14152
eltonofficial,2010-08-04 17:16:48+08:00,21,1058038,7221
iamKingLos,2009-03-23 02:57:09+08:00,2603,187051,55470
XAmbassadors,2009-08-21 05:48:01+08:00,815,98841,7954
SamHuntMusic,2011-02-21 12:06:02+08:00,260,598878,188
canaansmith,2009-09-06 03:10:44+08:00,7518,70548,15968
Metallica,2011-01-15 15:34:59+08:00,30,5976830,4623
billboard,2007-10-26 05:33:23+08:00,3329,12534072,281634
vincestaples,2009-06-06 15:40:05+08:00,616,1199189,3016
ROZESsounds,2014-05-06 06:21:27+08:00,955,18393,19781
breakingbenj,2009-03-24 01:55:14+08:00,415,352768,1513
CaseyVeggies,2008-12-23 14:09:40+08:00,1473,285572,42728
DONOMAR,2010-06-12 02:13:18+08:00,4650,5228589,45038
ActiveChild,2010-05-10 12:43:18+08:00,680,11044,4464
giorgiomoroder,2011-01-21 05:44:53+08:00,235,42144,2574
bobmarley,2009-05-28 01:15:45+08:00,52,1390169,7002
follow_2PM,2010-04-28 02:53:57+08:00,40,1320729,5741
wearegalantis,2012-03-03 23:33:30+08:00,571,251427,7813
mgunderground,2009-03-30 01:07:16+08:00,356,160692,2314
LauraBellBundy,2009-03-15 07:11:34+08:00,398,88709,8111
MikeWiLLMadeIt,2009-06-15 16:21:24+08:00,511,747356,103226
msmrsounds,2011-07-22 01:50:15+08:00,283,36681,2356
YoungGunsUK,2009-02-16 05:30:02+08:00,666,52490,12116
disclosure,2011-07-01 01:13:04+08:00,1559,553421,8710
drdre,2009-04-02 06:08:11+08:00,10,2946611,168
AppleMusicJapan,2015-04-14 20:51:17+08:00,14,87984,3362
AppleMusicES,2015-04-14 19:21:16+08:00,699,177470,6789
zanelowe,2009-02-19 18:23:50+08:00,891,680218,30516
oldmanebro,2012-05-09 04:42:38+08:00,2476,288209,137899
JulieAdenuga,2012-03-06 03:51:30+08:00,891,68228,18226
WeAreMKTO,2012-02-28 11:17:51+08:00,27609,174271,15966
halsey,2009-06-09 07:58:35+08:00,3048,14477007,16342
flumemusic,2011-05-13 16:46:28+08:00,569,479025,2347
KeithUrban,2008-05-16 03:48:00+08:00,5404,4167346,8471
MickeyGuyton,2009-04-14 15:28:47+08:00,709,170800,15668
AndraDayMusic,2012-09-11 00:19:48+08:00,1633,316973,3687
TheTonyAwards,2009-04-23 04:11:09+08:00,905,281998,15061
jakeowen,2009-02-26 04:04:20+08:00,5818,2124776,6824
chancetherapper,2010-08-22 22:51:53+08:00,3087,8159426,52204
Zendaya,2010-06-11 05:08:45+08:00,1715,19307045,58525
BOOSIEOFFICIAL,2012-06-08 22:32:04+08:00,2674,1120698,3549
TamarBraxtonHer,2010-11-21 06:31:35+08:00,1909,1692807,24901
TheWho,2009-05-20 13:45:45+08:00,152,611632,3474
OneRepublic,2009-02-18 05:31:30+08:00,28810,3196935,15164
UMO,2010-05-18 08:43:53+08:00,8745,111362,2623
allenstone,2009-05-11 03:11:18+08:00,307,50184,8633
hillsongunited,2008-08-19 00:30:06+08:00,163,1201138,4980
lifehouse,2009-06-18 02:44:19+08:00,190,176016,5468
lifeofdillon,2014-07-11 19:26:33+08:00,404,4766,4908
thestorysofarca,2010-01-06 12:19:34+08:00,161,165380,10565
LittleMix,2011-09-26 23:50:00+08:00,26952,11937449,34645
TheChainsmokers,2009-05-01 03:21:00+08:00,2174,3347290,558
Alesso,2010-04-06 21:27:04+08:00,311,2116806,7507
monstersandmen,2011-05-15 22:43:22+08:00,158,338619,1567
iamjamiefoxx,2010-04-30 09:00:33+08:00,188,4636789,3288
ShamirBailey,2009-09-22 05:35:10+08:00,2131,56597,44855
owlcity,2008-06-29 05:05:52+08:00,217,1016443,1923
VanessaHudgens,2011-03-30 03:28:34+08:00,132,6731552,4582
TyeTribbett,2010-03-05 05:17:01+08:00,61,373441,16120
marvinsapp,2009-04-21 05:00:53+08:00,1389,550556,12735
FatboySlim,2010-04-14 17:23:26+08:00,225,172909,3937
jeanie_pope,2013-08-15 10:26:05+08:00,710,473,1506
BonJovi,2009-03-04 10:24:46+08:00,5594,2930677,4357
BoAkwon,2010-07-23 22:28:44+08:00,149,3156415,2095
joywilliams,2008-10-03 11:58:21+08:00,787,89400,38
nateruessmusic,2014-09-12 04:15:10+08:00,282,37116,25385
ASAPMOB,2011-10-20 17:49:44+08:00,9785,649209,13428
MarkRonson,2009-06-01 05:43:03+08:00,797,560193,7134
gerardoortiznet,2010-04-02 15:49:13+08:00,2845,3023770,16247
NOWThatsMusic,2012-10-30 05:13:45+08:00,980,19499,7837
jarule,2009-03-27 04:29:52+08:00,1393,254518,21535
PrincessPiaMia,2009-11-08 06:28:59+08:00,1313,608519,27770
PitchPerfect,2011-07-29 08:11:03+08:00,142,249399,9438
charlieputh,2008-08-22 22:31:05+08:00,1644,3231916,1284
nbcsnl,2009-04-02 07:06:46+08:00,683,3205412,21953
